loss,binary_accuracy,val_loss,val_binary_accuracy
0.5171404480934143,0.8999999761581421,0.4495430886745453,0.9725000262260437
0.2977849245071411,0.9943749904632568,0.31598302721977234,0.9800000190734863
0.21081435680389404,0.9950000047683716,0.2446054220199585,0.9850000143051147
0.16500744223594666,0.9950000047683716,0.20120511949062347,0.9900000095367432
0.1367853730916977,0.9956250190734863,0.1719631552696228,0.9900000095367432
0.11762018501758575,0.9962499737739563,0.15098649263381958,0.9900000095367432
0.10373490303754807,0.9962499737739563,0.13520361483097076,0.9900000095367432
0.09318637102842331,0.996874988079071,0.12296491861343384,0.9900000095367432
0.08488056808710098,0.996874988079071,0.11312247067689896,0.9900000095367432
0.07817075401544571,0.996874988079071,0.1050187200307846,0.9925000071525574
0.0726289302110672,0.9962499737739563,0.09828098118305206,0.9925000071525574
0.06796732544898987,0.9962499737739563,0.09257116913795471,0.9925000071525574
0.06398820132017136,0.9962499737739563,0.0876426249742508,0.9925000071525574
0.0605483204126358,0.9962499737739563,0.08332357555627823,0.9925000071525574
0.057547301054000854,0.9962499737739563,0.07955677807331085,0.9925000071525574
0.054895829409360886,0.9962499737739563,0.07620341330766678,0.9925000071525574
0.05253616347908974,0.9962499737739563,0.07319020479917526,0.9925000071525574
0.050429705530405045,0.996874988079071,0.07048602402210236,0.9925000071525574
0.048529647290706635,0.996874988079071,0.06805185228586197,0.9925000071525574
0.046807438135147095,0.996874988079071,0.06584924459457397,0.9925000071525574
0.04523551091551781,0.996874988079071,0.06383251398801804,0.9925000071525574
0.043800000101327896,0.996874988079071,0.06199369579553604,0.9925000071525574
0.042482852935791016,0.996874988079071,0.06029653176665306,0.9925000071525574
0.04126802086830139,0.996874988079071,0.05871766433119774,0.9925000071525574
0.040141984820365906,0.996874988079071,0.05724707990884781,0.9925000071525574
0.03909783065319061,0.996874988079071,0.05589393153786659,0.9925000071525574
0.03812602162361145,0.996874988079071,0.05460761487483978,0.9925000071525574
0.0372164249420166,0.996874988079071,0.053416088223457336,0.9925000071525574
0.036367613822221756,0.996874988079071,0.05229451507329941,0.9925000071525574
0.035568717867136,0.996874988079071,0.05124771595001221,0.9925000071525574
0.034818217158317566,0.996874988079071,0.05025600269436836,0.9925000071525574
0.03411280736327171,0.996874988079071,0.04931962490081787,0.9925000071525574
0.033445801585912704,0.996874988079071,0.04843500629067421,0.9925000071525574
0.03281508386135101,0.996874988079071,0.047592874616384506,0.9925000071525574
0.03221692889928818,0.996874988079071,0.04679892584681511,0.9925000071525574
0.031651321798563004,0.9975000023841858,0.04604684188961983,0.9925000071525574
0.03111225925385952,0.9975000023841858,0.045324042439460754,0.9925000071525574
0.03060058318078518,0.9975000023841858,0.04463561996817589,0.9925000071525574
0.030110251158475876,0.9975000023841858,0.04397916421294212,0.9925000071525574
0.029645811766386032,0.9975000023841858,0.04334474727511406,0.9925000071525574
0.02920028381049633,0.9975000023841858,0.042747341096401215,0.9925000071525574
0.028774060308933258,0.9975000023841858,0.04217108339071274,0.9925000071525574
0.028366636484861374,0.9975000023841858,0.04162362217903137,0.9925000071525574
0.02797771990299225,0.9975000023841858,0.04109598696231842,0.9925000071525574
0.027604760602116585,0.9975000023841858,0.0405886173248291,0.9925000071525574
0.02724306844174862,0.9975000023841858,0.040106914937496185,0.9925000071525574
0.026898253709077835,0.9975000023841858,0.03964243084192276,0.9925000071525574
0.026565713807940483,0.9975000023841858,0.0391971580684185,0.9925000071525574
0.026245364919304848,0.9975000023841858,0.03876302391290665,0.9925000071525574
0.02593790367245674,0.9975000023841858,0.03833850473165512,0.9925000071525574
0.02564026601612568,0.9975000023841858,0.037933316081762314,0.9925000071525574
0.025354385375976562,0.9975000023841858,0.03754214942455292,0.9925000071525574
0.025078456848859787,0.9975000023841858,0.03715941682457924,0.9925000071525574
0.024808242917060852,0.9975000023841858,0.036791227757930756,0.9925000071525574
0.024549681693315506,0.9975000023841858,0.03644289821386337,0.9925000071525574
0.024300090968608856,0.9975000023841858,0.03610055148601532,0.9925000071525574
0.02405860461294651,0.9975000023841858,0.03576752915978432,0.9925000071525574
0.02382354810833931,0.9975000023841858,0.035444475710392,0.9925000071525574
0.023596756160259247,0.9975000023841858,0.03513089939951897,0.9925000071525574
0.023376837372779846,0.9975000023841858,0.034833408892154694,0.9925000071525574
0.023162303492426872,0.9975000023841858,0.03453515097498894,0.9925000071525574
0.022954318672418594,0.9975000023841858,0.03424959257245064,0.9925000071525574
0.022753257304430008,0.9975000023841858,0.03397506847977638,0.9925000071525574
0.02255699783563614,0.9975000023841858,0.03370605409145355,0.9925000071525574
0.02236684411764145,0.9975000023841858,0.03344423323869705,0.9925000071525574
0.022181866690516472,0.9975000023841858,0.033188704401254654,0.9925000071525574
0.022001726552844048,0.9975000023841858,0.032940126955509186,0.9925000071525574
0.021827593445777893,0.9975000023841858,0.032695818692445755,0.9925000071525574
0.021655738353729248,0.9975000023841858,0.032463040202856064,0.9925000071525574
0.021489489823579788,0.9975000023841858,0.032232265919446945,0.9925000071525574
0.021328449249267578,0.9975000023841858,0.03200860321521759,0.9925000071525574
0.021170716732740402,0.9975000023841858,0.0317896232008934,0.9925000071525574
0.021016515791416168,0.9975000023841858,0.03157520666718483,0.9925000071525574
0.02086653560400009,0.9975000023841858,0.031364426016807556,0.9925000071525574
0.020718786865472794,0.9975000023841858,0.03116120584309101,0.9925000071525574
0.02057613618671894,0.9975000023841858,0.030961541458964348,0.9925000071525574
0.02043701335787773,0.9975000023841858,0.030766284093260765,0.9925000071525574
0.02030164562165737,0.9975000023841858,0.030571937561035156,0.9925000071525574
0.020167198032140732,0.9975000023841858,0.03038705885410309,0.9925000071525574
0.020037569105625153,0.9975000023841858,0.030205247923731804,0.9925000071525574
0.019909745082259178,0.9975000023841858,0.030024442821741104,0.9925000071525574
0.019785039126873016,0.9975000023841858,0.02984854392707348,0.9925000071525574
0.019663209095597267,0.9975000023841858,0.02967768721282482,0.9925000071525574
0.01954355090856552,0.9975000023841858,0.02951120212674141,0.9925000071525574
0.019427236169576645,0.9975000023841858,0.029346048831939697,0.9925000071525574
0.01931353285908699,0.9975000023841858,0.029183322563767433,0.9925000071525574
0.019201913848519325,0.9975000023841858,0.029024861752986908,0.9925000071525574
0.01909284107387066,0.9975000023841858,0.028871402144432068,0.9925000071525574
0.018984565511345863,0.9975000023841858,0.028719870373606682,0.9925000071525574
0.018881313502788544,0.9975000023841858,0.028570542111992836,0.9925000071525574
0.0187770277261734,0.9975000023841858,0.028423907235264778,0.9925000071525574
0.01867518573999405,0.9975000023841858,0.02828090637922287,0.9925000071525574
0.018576962873339653,0.9975000023841858,0.02813807502388954,0.9925000071525574
0.018478715792298317,0.9975000023841858,0.027998941019177437,0.9925000071525574
0.018385007977485657,0.9975000023841858,0.02786252088844776,0.9925000071525574
0.018290454521775246,0.9975000023841858,0.02772793546319008,0.9925000071525574
0.018200146034359932,0.9975000023841858,0.027596663683652878,0.9925000071525574
0.018109038472175598,0.9975000023841858,0.02746826596558094,0.9925000071525574
0.01801924780011177,0.9975000023841858,0.027341686189174652,0.9925000071525574
0.01793329045176506,0.9975000023841858,0.02721615880727768,0.9925000071525574
