loss,categorical_accuracy,val_loss,val_categorical_accuracy
0.6641212701797485,0.10496000200510025,0.4996894598007202,0.08309999853372574
0.4334539473056793,0.10316000133752823,0.42171698808670044,0.10339999943971634
0.38675886392593384,0.10316000133752823,0.3928063213825226,0.08990000188350677
0.3631141781806946,0.10224000364542007,0.3738287687301636,0.09700000286102295
0.34099704027175903,0.10220000147819519,0.36620432138442993,0.1273999959230423
0.3259941637516022,0.10300000011920929,0.3563332259654999,0.12129999697208405
0.3113124966621399,0.1023000031709671,0.37791532278060913,0.1185000017285347
0.2980639338493347,0.10220000147819519,0.34295085072517395,0.10369999706745148
0.2869206368923187,0.10251999646425247,0.3368479609489441,0.11349999904632568
0.2813205420970917,0.10245999693870544,0.34767940640449524,0.09920000284910202
0.27375608682632446,0.10214000195264816,0.35131344199180603,0.10559999942779541
0.26144924759864807,0.10211999714374542,0.3278570771217346,0.11110000312328339
0.2563548684120178,0.10208000242710114,0.3229080140590668,0.09279999881982803
0.25180187821388245,0.1019200012087822,0.33533334732055664,0.12030000239610672
0.24684269726276398,0.10245999693870544,0.33301129937171936,0.11410000175237656
0.23697258532047272,0.10266000032424927,0.3177567422389984,0.09769999980926514
0.23126554489135742,0.10115999728441238,0.3160395622253418,0.0982000008225441
0.22425509989261627,0.10242000222206116,0.3269232511520386,0.11969999969005585
0.21983438730239868,0.10202000290155411,0.32483211159706116,0.11010000109672546
0.21512749791145325,0.1021599993109703,0.32166221737861633,0.10450000315904617
0.21124549210071564,0.10103999823331833,0.3299732804298401,0.11710000038146973
0.2052944302558899,0.10217999666929245,0.318197637796402,0.11100000143051147
0.20103715360164642,0.1017799973487854,0.3216136693954468,0.10260000079870224
0.19880256056785583,0.10137999802827835,0.3370691239833832,0.11779999732971191
0.19140850007534027,0.10199999809265137,0.32604488730430603,0.09440000355243683
0.19096556305885315,0.1020599976181984,0.3282669484615326,0.10580000281333923
0.18794138729572296,0.10193999856710434,0.3208766579627991,0.10100000351667404
0.18227066099643707,0.10208000242710114,0.330989807844162,0.125
0.17408394813537598,0.10217999666929245,0.3269548714160919,0.10830000042915344
0.1751760095357895,0.10134000331163406,0.3395114839076996,0.10949999839067459
0.17082801461219788,0.10174000263214111,0.33113306760787964,0.10450000315904617
0.16763463616371155,0.10170000046491623,0.3416924774646759,0.09269999712705612
0.16614629328250885,0.10108000040054321,0.36309218406677246,0.11840000003576279
0.16053180396556854,0.10174000263214111,0.3439617455005646,0.10289999842643738
0.1593836396932602,0.10121999680995941,0.3511592149734497,0.10840000212192535
0.15564897656440735,0.10085999965667725,0.360271692276001,0.11159999668598175
0.15155279636383057,0.10155999660491943,0.3495207130908966,0.11749999970197678
0.14540117979049683,0.10130000114440918,0.3995678126811981,0.10339999943971634
0.14686807990074158,0.10118000209331512,0.3549434244632721,0.10580000281333923
0.14246687293052673,0.10159999877214432,0.3670600950717926,0.1062999963760376
0.1395859718322754,0.10127999633550644,0.36390945315361023,0.10090000182390213
0.13832029700279236,0.10118000209331512,0.3911627531051636,0.12229999899864197
0.13499732315540314,0.10113999992609024,0.37306949496269226,0.10649999976158142
0.13432249426841736,0.10127999633550644,0.3781707286834717,0.10790000110864639
0.13113032281398773,0.10050000250339508,0.3869767189025879,0.11249999701976776
0.12573538720607758,0.1012599989771843,0.3707447350025177,0.1046999990940094
0.12323048710823059,0.10109999775886536,0.38528308272361755,0.10670000314712524
0.12031865864992142,0.10091999918222427,0.37925082445144653,0.10610000044107437
0.11490486562252045,0.10085999965667725,0.3931836783885956,0.11010000109672546
0.12073900550603867,0.1011200025677681,0.3984924554824829,0.10029999911785126
