loss,accuracy,val_loss,val_accuracy
0.8861324787139893,0.0,0.477510005235672,0.0
0.42106977105140686,0.0,0.44146257638931274,0.0
0.39043766260147095,0.0,0.4294606149196625,0.0
0.3752896189689636,0.0,0.42213624715805054,0.0
0.36701732873916626,0.0,0.41162338852882385,0.0
0.35814622044563293,0.0,0.39951497316360474,0.0
0.3498201072216034,0.0,0.40648695826530457,0.0
0.34528881311416626,0.0,0.38736191391944885,0.0
0.3418195843696594,0.0,0.3838736116886139,0.0
0.33611470460891724,0.0,0.3778612017631531,0.0
0.33207643032073975,0.0,0.37824904918670654,0.0
0.32943636178970337,0.0,0.37182343006134033,0.0
0.3265719413757324,0.0,0.36983057856559753,0.0
0.32355326414108276,0.0,0.36138543486595154,0.0
0.3204841911792755,0.0,0.35831475257873535,0.0
0.3189088702201843,0.0,0.3547534942626953,0.0
0.3172664940357208,0.0,0.35927340388298035,0.0
0.3149549663066864,0.0,0.3563346564769745,0.0
0.3136675953865051,0.0,0.35132351517677307,0.0
0.3140896260738373,0.0,0.34850817918777466,0.0
0.3105333745479584,0.0,0.3484192490577698,0.0
0.3097505271434784,0.0,0.34737658500671387,0.0
0.3081638514995575,0.0,0.34941205382347107,0.0
0.306820273399353,0.0,0.34157779812812805,0.0
0.3054575026035309,0.0,0.34261173009872437,0.0
0.30407848954200745,0.0,0.3431718349456787,0.0
0.30025362968444824,0.0,0.3551042973995209,0.0
0.29983004927635193,0.0,0.3423386216163635,0.0
0.29835328459739685,0.0,0.3338286578655243,0.0
0.2967701852321625,0.0,0.3331300914287567,0.0
0.2947603166103363,0.0,0.33679622411727905,0.0
0.2938885986804962,0.0,0.33386722207069397,0.0
0.2924107611179352,0.0,0.33309218287467957,0.0
0.29327014088630676,0.0,0.32847902178764343,0.0
0.29167458415031433,0.0,0.32966718077659607,0.0
0.2918958067893982,0.0,0.3285570740699768,0.0
0.2910286784172058,0.0,0.330037921667099,0.0
0.2895410656929016,0.0,0.3233051300048828,0.0
0.28919073939323425,0.0,0.3315349221229553,0.0
0.28852203488349915,0.0,0.3253162205219269,0.0
0.2880096137523651,0.0,0.3365897238254547,0.0
0.28706470131874084,0.0,0.32573971152305603,0.0
0.2850750982761383,0.0,0.3200075030326843,0.0
0.2854915261268616,0.0,0.31787723302841187,0.0
0.2856234908103943,0.0,0.31650927662849426,0.0
0.28377777338027954,0.0,0.31452885270118713,0.0
0.2839069664478302,0.0,0.32869431376457214,0.0
0.28268706798553467,0.0,0.3290524184703827,0.0
0.2835289239883423,0.0,0.31961148977279663,0.0
0.28070247173309326,0.0,0.31108754873275757,0.0
0.28185001015663147,0.0,0.335408478975296,0.0
0.281145304441452,0.0,0.316986620426178,0.0
0.27995190024375916,0.0,0.3157788813114166,0.0
0.2791467308998108,0.0,0.3152206540107727,0.0
0.2796284258365631,0.0,0.31575822830200195,0.0
0.2796139717102051,0.0,0.31642886996269226,0.0
0.2801629304885864,0.0,0.3069547116756439,0.0
0.27747681736946106,0.0,0.31026118993759155,0.0
0.27795031666755676,0.0,0.31081414222717285,0.0
0.277914434671402,0.0,0.3056117296218872,0.0
0.27658718824386597,0.0,0.3087461292743683,0.0
0.27620139718055725,0.0,0.30938777327537537,0.0
0.27592605352401733,0.0,0.31174764037132263,0.0
0.27608832716941833,0.0,0.30260443687438965,0.0
0.2738269865512848,0.0,0.3146078586578369,0.0
0.27449777722358704,0.0,0.3051292598247528,0.0
0.27466845512390137,0.0,0.31387174129486084,0.0
0.27455559372901917,0.0,0.30981647968292236,0.0
0.27440670132637024,0.0,0.30692583322525024,0.0
0.27367135882377625,0.0,0.30825144052505493,0.0
0.2726958096027374,0.0,0.31100818514823914,0.0
0.27344682812690735,0.0,0.3095264434814453,0.0
0.27148789167404175,6.056201527826488e-05,0.31022775173187256,0.0
0.2708730399608612,0.0,0.3093443512916565,0.0
0.271335631608963,0.0,0.3005606532096863,0.0
0.270442396402359,0.0,0.29852139949798584,0.0
0.270370215177536,0.0,0.29872334003448486,0.0
0.26823219656944275,0.0,0.29590708017349243,0.0
0.2691574990749359,0.0,0.3003486096858978,0.0
0.26934969425201416,0.0,0.29777413606643677,0.0
0.26894667744636536,0.0,0.29905980825424194,0.0
0.2667272090911865,0.0,0.29779720306396484,0.0
0.26884812116622925,0.0,0.3050147593021393,0.0
0.26776230335235596,0.0,0.29741305112838745,0.0
0.26687273383140564,0.0,0.29923737049102783,0.0
0.26754310727119446,0.0,0.29759681224823,0.0
0.2663830816745758,0.0,0.29888176918029785,0.0
0.2658902704715729,0.0,0.30060651898384094,0.0
0.26635152101516724,0.0,0.31276923418045044,0.0
0.2663671374320984,0.0,0.29853764176368713,0.0
0.265654981136322,0.0,0.2959108352661133,0.0
0.26514142751693726,0.0,0.2976546883583069,0.0
0.2649718225002289,0.0,0.29145950078964233,0.0
0.2655557096004486,0.0,0.29949188232421875,0.0
0.26481425762176514,0.0,0.2936529815196991,0.0
0.26459190249443054,0.0,0.3009951710700989,0.0
0.2637954354286194,0.0,0.2958104610443115,0.0
0.26508423686027527,0.0,0.2995854914188385,0.0
0.2639620900154114,0.0,0.3001675307750702,0.0
0.2636229693889618,0.0,0.2936185300350189,0.0
