accuracy,loss,val_accuracy,val_loss
0.03423677012324333,0.2009992152452469,0.03620351478457451,0.19972169399261475
0.03557051718235016,0.20097312331199646,0.034931499511003494,0.20513916015625
0.0361945778131485,0.1995711475610733,0.03708414360880852,0.20749975740909576
0.03738146275281906,0.1982320100069046,0.038747549057006836,0.19994814693927765
0.03877638652920723,0.1960492581129074,0.04207435995340347,0.2042129784822464
0.03991435468196869,0.19623586535453796,0.04197651520371437,0.2011614888906479
0.04115018993616104,0.1939355581998825,0.04246574640274048,0.19755664467811584
0.041921067982912064,0.19128312170505524,0.04500977694988251,0.19199034571647644
0.04308352619409561,0.19251440465450287,0.044814083725214005,0.1939123570919037
0.044111330062150955,0.1906449943780899,0.04726027697324753,0.19622570276260376
0.0452738031744957,0.18960918486118317,0.0446183979511261,0.20506258308887482
0.04633832350373268,0.18821337819099426,0.04990215599536896,0.19679632782936096
0.04785560071468353,0.18771450221538544,0.05088062584400177,0.19831900298595428
0.049238309264183044,0.18826203048229218,0.05176125839352608,0.19218994677066803
0.05096360296010971,0.1861906796693802,0.054207440465688705,0.19343651831150055
0.05217498168349266,0.1863805502653122,0.0534246601164341,0.1904909312725067
0.053765684366226196,0.18325313925743103,0.05645792558789253,0.1865406483411789
0.05536863952875137,0.18061776459217072,0.057338546961545944,0.187087744474411
0.056800246238708496,0.18139134347438812,0.06086105853319168,0.18886274099349976
0.05839092656970024,0.18364545702934265,0.05919765681028366,0.19092945754528046
0.05902722850441933,0.18052533268928528,0.06183952838182449,0.19061657786369324
0.06025085970759392,0.17951738834381104,0.06320939213037491,0.19137442111968994
0.06153566390275955,0.17928557097911835,0.0629158541560173,0.18114542961120605
0.06228205934166908,0.17785269021987915,0.06477494537830353,0.1854219138622284
0.06291832774877548,0.17827413976192474,0.06614480167627335,0.18849211931228638
0.06368919461965561,0.1768643707036972,0.06761252135038376,0.18128657341003418
0.06475374102592468,0.17627015709877014,0.06780821830034256,0.17908816039562225
0.06536558270454407,0.17468465864658356,0.06898237764835358,0.17967849969863892
0.06667476147413254,0.1756800264120102,0.06780821830034256,0.18641676008701324
0.06775155663490295,0.17453034222126007,0.07054793834686279,0.1883506178855896
0.06865707039833069,0.17441682517528534,0.06937376409769058,0.18623656034469604
0.06902416795492172,0.17459210753440857,0.07367905974388123,0.18277010321617126
0.07066383212804794,0.17206381261348724,0.07328766584396362,0.17715905606746674
0.07109210640192032,0.17137131094932556,0.07367905974388123,0.17179645597934723
0.07232793420553207,0.1703428477048874,0.07407045364379883,0.17217832803726196
0.07282964885234833,0.1712043285369873,0.07397260516881943,0.18230420351028442
0.07363718003034592,0.16912099719047546,0.07524462044239044,0.17145682871341705
0.07471396774053574,0.17093025147914886,0.07778865098953247,0.1772192120552063
0.076059989631176,0.16892866790294647,0.07876712083816528,0.1654890775680542
0.07673296332359314,0.1679139882326126,0.0808219239115715,0.17338040471076965
0.0779198482632637,0.1662749946117401,0.08101759850978851,0.16757117211818695
0.07894770801067352,0.1665283888578415,0.08434440940618515,0.17906223237514496
0.07963293045759201,0.1648288518190384,0.0800391435623169,0.18158814311027527
0.08018359541893005,0.16522818803787231,0.08297454565763474,0.1692260354757309
0.0803915336728096,0.16446949541568756,0.08307239413261414,0.18191799521446228
0.08086880296468735,0.16322074830532074,0.08365947753190994,0.17284084856510162
0.08145612478256226,0.16363269090652466,0.08659491688013077,0.16714976727962494
0.08192110061645508,0.163736954331398,0.08434441685676575,0.18822497129440308
0.08192110061645508,0.16247187554836273,0.08483365923166275,0.17878901958465576
0.08270414173603058,0.16259989142417908,0.08424656093120575,0.1650339663028717
0.08270417898893356,0.16035915911197662,0.08542073518037796,0.17260529100894928
0.08346275985240936,0.1591145098209381,0.08502935618162155,0.16930529475212097
0.08387885987758636,0.1603541523218155,0.08767122030258179,0.16276444494724274
0.08449066430330276,0.15931622684001923,0.08835615962743759,0.17744897305965424
0.0844295397400856,0.1586972326040268,0.08825831115245819,0.17151425778865814
0.08499234914779663,0.15767772495746613,0.08630136400461197,0.17032238841056824
0.08511469513177872,0.15661025047302246,0.08786693215370178,0.1755794882774353
0.08592228591442108,0.15816345810890198,0.0891389399766922,0.17516763508319855
0.08610586076974869,0.15670202672481537,0.0886497050523758,0.16799505054950714
0.08650961518287659,0.1555500328540802,0.0886497050523758,0.17456331849098206
0.08669321984052658,0.154277041554451,0.088943250477314,0.17240190505981445
0.08702355623245239,0.15659649670124054,0.0892367959022522,0.17207449674606323
0.0873049944639206,0.1520107537508011,0.0887475535273552,0.16086699068546295
