accuracy,loss,val_accuracy,val_loss
0.0,0.9007498621940613,0.0,0.6914921402931213
2.4472315999446437e-05,0.6306284070014954,0.0,0.6053568720817566
0.00046497388393618166,0.5285328030586243,0.0005870841559953988,0.4940774440765381
0.0020923856645822525,0.4310528039932251,0.0023483363911509514,0.40811261534690857
0.0033282404765486717,0.37322548031806946,0.004305283073335886,0.3676968514919281
0.005946768913418055,0.34136125445365906,0.006066534202545881,0.3460239768028259
0.008712139911949635,0.3229236900806427,0.009882582351565361,0.32909929752349854
0.011159365996718407,0.30745729804039,0.011839531362056732,0.3185625374317169
0.012909135781228542,0.29631665349006653,0.015459883026778698,0.30253684520721436
0.01544202584773302,0.2878972887992859,0.015264187008142471,0.2899893522262573
0.016910359263420105,0.27794578671455383,0.018395302817225456,0.2784211039543152
0.01808503456413746,0.271557480096817,0.01868884637951851,0.28129586577415466
0.01914958842098713,0.2665891945362091,0.02045009657740593,0.2704354226589203
0.02031201869249344,0.26075464487075806,0.019275931641459465,0.2702869772911072
0.02069135382771492,0.25490063428878784,0.022113505750894547,0.2624642550945282
0.021413277834653854,0.25261372327804565,0.023874755948781967,0.2544848322868347
0.02184152603149414,0.2467290461063385,0.023776907473802567,0.2564823031425476
0.02275925502181053,0.24473656713962555,0.023679058998823166,0.28096431493759155
0.02312634326517582,0.24213673174381256,0.022700585424900055,0.25239965319633484
0.023420004174113274,0.2371155321598053,0.02397260069847107,0.2596203684806824
0.023860499262809753,0.2361266016960144,0.02514677122235298,0.2425876408815384
0.024521254003047943,0.23445865511894226,0.027005871757864952,0.24231812357902527
0.02470480464398861,0.23160019516944885,0.02690802328288555,0.2436128556728363
0.02520648203790188,0.2290320247411728,0.02583170309662819,0.2339208871126175
0.02578159049153328,0.2281729280948639,0.027201566845178604,0.23268087208271027
0.025940660387277603,0.22585009038448334,0.027397258207201958,0.22579126060009003
0.026540227234363556,0.2227112352848053,0.027495108544826508,0.22456876933574677
0.02729887142777443,0.22143380343914032,0.02857142500579357,0.242909774184227
0.02782501094043255,0.21814371645450592,0.02847357653081417,0.23584114015102386
0.028681563213467598,0.21644005179405212,0.03013698011636734,0.21803240478038788
0.029550330713391304,0.21250097453594208,0.03170253708958626,0.2162005752325058
0.030492501333355904,0.21219488978385925,0.03317025303840637,0.22077439725399017
0.031116558238863945,0.20906397700309753,0.030724065378308296,0.22138385474681854
0.03131233528256416,0.20811830461025238,0.03414872661232948,0.21697185933589935
0.03210766613483429,0.2077699452638626,0.03356163576245308,0.22121675312519073
0.03226674348115921,0.20624461770057678,0.03375733643770218,0.2110835611820221
0.03301316872239113,0.2028496414422989,0.03463796526193619,0.2053174376487732
