TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;65-69 Laki-Laki;65-69 Perempuan;70-74 Laki-Laki;70-74 Perempuan;>75 Laki-Laki;>75  Perempuan
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;CIKOKO;0,72;17661;698;595;578;544;450;427;346;372;259;272;207;192;121;123;72;68;44;65
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;4,85;12940;3050;2964;2724;2626;2218;2013;1675;1695;1273;1249;811;683;431;425;275;240;169;201
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;6,75;8912;2783;2874;2710;2587;2227;2034;1515;1460;1107;1139;780;762;417;556;431;289;213;231
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIGANJUR;3,61;10334;1859;1817;1690;1528;1353;1171;967;919;730;647;478;380;236;233;155;129;100;98
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;LENTENG AGUNG;2,28;24703;2617;2596;2339;2219;1885;1849;1452;1478;1127;1191;875;729;418;387;268;223;140;200
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;3,65;11460;2017;2022;1826;1683;1433;1315;1072;1107;802;824;599;502;281;327;237;213;127;135
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;4,24;8473;1708;1774;1567;1468;1302;1123;966;927;750;656;422;343;211;190;139;131;103;123
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PESANGGRAHAN;2,1;13859;1499;1484;1270;1232;1032;941;684;672;540;611;413;467;281;290;216;146;100;108
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;4,56;11808;2675;2616;2525;2311;2078;1792;1516;1440;1094;1135;808;749;433;454;324;316;207;266
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN UTARA;2,99;19001;2787;2791;2451;2240;1926;1783;1405;1436;1151;1267;862;807;490;425;290;233;159;173
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;PETUKANGAN SELATAN;2,11;18260;1836;1727;1584;1526;1297;1244;1055;1048;844;858;555;516;314;303;188;188;106;162
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;1,71;26161;2304;2186;2047;1826;1533;1377;1181;1146;840;848;631;542;371;333;241;213;138;136
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PISANGAN BARU;0,68;54913;1759;1638;1662;1583;1434;1393;1149;1074;837;848;575;556;280;378;231;270;161;257
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;1,05;31694;1606;1542;1572;1418;1290;1185;981;938;717;711;479;500;266;333;197;214;143;202
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;0,57;52740;1377;1336;1271;1337;1173;1144;868;899;676;690;450;450;249;276;172;219;111;185
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;PAL MERIAM;0,65;36818;1101;1061;1061;1001;934;879;790;722;577;563;351;398;181;240;151;169;131;204
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KEBON MANGGIS;0,78;25601;840;873;928;862;822;836;676;661;471;498;307;341;183;251;155;175;92;180
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;1,12;34434;1820;1810;1727;1699;1523;1475;1192;1185;864;870;576;641;369;434;280;332;230;252
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PULO GADUNG;1,29;30260;1998;1836;1788;1596;1477;1338;1143;1019;748;703;519;506;303;335;205;203;172;182
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;PISANGAN TIMUR;1,8;26931;2249;2200;2193;2063;1834;1771;1467;1357;1032;1066;705;709;362;421;285;312;196;340
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;1,54;29756;2192;2124;2129;2151;1745;1747;1384;1321;948;929;549;661;417;563;357;351;246;273
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;1,23;21792;1278;1190;1205;1141;970;859;780;712;522;503;317;324;197;169;116;101;75;91
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;RAWAMANGUN;2,6;16963;2054;2057;2049;1984;1746;1660;1231;1250;941;946;588;639;409;540;335;364;289;362
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;4,37;11179;2361;2418;2245;2253;1810;1760;1273;1270;923;1015;714;831;539;637;423;420;299;319
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;2,15;17270;1764;1797;1826;1725;1375;1436;1112;1045;789;860;584;675;422;572;363;364;288;334
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;0,48;63973;1361;1154;1236;1050;1016;1029;864;848;694;601;436;409;205;294;151;173;121;159
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;1,26;35493;2105;2064;1952;1824;1727;1629;1328;1325;974;1048;628;697;332;420;262;324;204;320
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BALI MESTER;0,67;17304;444;466;462;458;486;480;446;374;333;347;247;228;139;142;88;109;95;138
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;RAWA BUNGA;0,88;28478;1131;1008;1034;1021;903;842;716;730;619;604;387;380;193;257;143;201;135;161
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;1,67;22917;1614;1758;1704;1670;1567;1559;1200;1253;934;963;662;683;366;495;285;376;277;418
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;2,9;21525;3063;2953;2693;2469;1999;1951;1642;1721;1362;1454;1056;1046;700;653;486;423;319;299
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;1,63;23417;1875;1682;1649;1556;1303;1218;988;952;782;780;533;503;307;337;225;220;138;172
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;1,15;48850;2704;2409;2344;2180;1856;1784;1480;1463;1170;1126;742;765;403;441;307;350;228;247
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KRAMAT JATI;1,52;25801;1946;1799;1742;1601;1411;1435;1146;1105;848;811;473;483;257;336;224;218;136;243
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;2,03;24281;2224;2135;1986;1780;1718;1673;1303;1267;922;957;645;585;338;331;228;197;127;184
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;1,98;13402;1277;1210;1109;1036;891;861;720;682;518;576;356;305;189;174;138;115;72;112
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BATU AMPAR;2,55;19983;2480;2417;2223;2125;1760;1657;1284;1295;1019;1041;793;632;394;363;238;242;143;166
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;1,67;18012;1413;1425;1292;1260;1036;974;766;763;677;609;418;381;221;187;123;119;72;111
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;1,8;26094;2265;2141;2053;1910;1658;1658;1273;1265;983;1026;687;711;376;449;279;265;174;244
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CAWANG;1,79;21827;1942;1800;1760;1586;1415;1289;1085;1146;858;794;557;517;282;361;211;228;154;204
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;2,65;14684;1823;1804;1648;1652;1440;1248;1085;1068;761;810;593;590;302;284;230;212;136;206
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;BARU;1,89;14133;1678;1341;1200;1042;738;860;769;582;443;389;228;228;138;142;104;70;44;59
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;CIJANTUNG;2,37;18589;2107;1998;1826;1835;1566;1525;1226;1190;947;967;688;512;328;286;184;161;120;136
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;2,89;15517;2006;1951;1859;1767;1512;1583;1295;1311;1075;811;590;505;267;271;193;154;98;128
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;PEKAYON;3,14;14600;2139;2060;1854;1753;1538;1465;1213;1204;1017;916;574;476;269;243;168;132;91;139
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;6,6;14709;5035;4775;4480;3883;3304;2804;2324;2110;1561;1288;955;639;384;375;248;245;159;181
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;RAWA TERATE;4,1;7387;1565;1417;1394;1136;1021;857;776;680;595;438;322;214;122;86;71;86;61;67
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PENGGILINGAN;4,48;22483;4651;4385;4106;3805;3289;2953;2397;2565;2063;1920;1365;991;606;446;339;260;192;208
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;9,81;6464;3053;2953;2637;2422;2014;1851;1485;1504;1252;1129;832;558;339;269;183;168;102;97
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;PULO GEBANG;6,86;13716;4162;4030;3755;3600;3011;2968;2454;2595;2134;1992;1476;1170;645;507;423;280;195;232
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;4,43;6972;1420;1441;1345;1289;1084;1000;842;804;631;586;388;300;194;181;114;91;63;70
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;6,19;10030;3285;3275;2790;2455;1908;1592;1242;1142;917;821;543;406;253;218;139;138;98;97
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;4,58;14100;3210;3055;2723;2620;2119;2138;1718;1726;1383;1480;1077;1069;646;625;428;352;235;268
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK BAMBU;5;13285;3427;3122;2932;2734;2276;2074;1757;1711;1338;1560;1145;997;675;625;414;327;234;245
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;KLENDER;3,08;25456;3896;3569;3349;2950;2538;2463;1946;1965;1636;1620;1127;1050;657;561;443;401;200;278
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KELAPA;5,72;12673;3467;3356;3037;2894;2376;2331;1867;2106;1690;1783;1363;1157;735;605;458;344;221;299
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA SARI;1,38;23592;1682;1703;1542;1493;1124;1074;747;874;647;847;527;755;495;471;370;280;178;161
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;MALAKA JAYA;0,99;36535;1949;1984;1854;1714;1270;1162;784;899;611;840;496;818;531;583;441;326;197;213
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;PONDOK KOPI;2,06;18136;1611;1604;1461;1433;1220;1255;976;1021;868;907;629;592;329;270;184;167;102;123
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;MAKASAR;1,85;20695;1888;1815;1576;1522;1286;1276;1036;1109;866;879;632;574;337;284;211;176;111;146
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;PINANG RANTI;1,89;14793;1299;1284;1168;1141;974;901;698;713;588;530;383;316;170;164;116;95;55;66
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;KEBON PALA;2,3;22647;2689;2502;2296;2192;1870;1659;1396;1373;1017;1108;812;723;427;377;264;217;160;156
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;13,07;2546;1479;1576;1705;1630;1327;1312;1088;872;642;461;275;284;156;177;115;89;55;63
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;2,53;18551;2208;2104;2035;1876;1652;1693;1323;1423;1106;1095;750;701;424;392;306;267;216;227
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;3,93;17648;3179;3085;2851;2785;2423;2358;1934;1939;1468;1511;1033;714;413;330;203;207;117;147
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIBUBUR;4,5;15686;3311;3175;2982;2861;2471;2424;1915;1947;1497;1564;1033;972;560;522;453;294;185;250
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;KELAPA DUA WETAN;3,37;14203;2185;2177;1927;1818;1586;1559;1216;1408;1149;1152;787;606;328;315;221;163;116;153
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;2,19;19019;1988;1846;1807;1564;1493;1286;1074;1067;828;816;606;481;258;263;178;128;83;104
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;RAMBUTAN;2,09;19324;1857;1849;1729;1567;1369;1277;1087;989;782;807;539;493;301;233;164;119;103;120
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;3,08;8441;1241;1172;1029;1037;961;894;696;702;539;469;374;278;164;177;112;101;61;110
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;6,03;4396;1237;1276;1195;1114;978;900;676;587;452;397;267;235;161;133;77;90;52;62
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;3,66;6772;1088;1064;969;945;920;846;713;607;453;391;271;227;131;109;80;105;42;82
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;MUNJUL;1,9;12734;1167;1112;1026;977;839;800;668;622;482;482;302;291;173;137;118;94;52;51
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;3,25;6028;937;928;857;824;705;640;512;471;392;354;254;211;124;115;64;83;59;64
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;3,17;8400;1242;1187;1062;1063;984;917;731;841;596;476;377;250;169;179;108;96;70;84
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;LUBANG BUAYA;3,72;18055;3258;2988;2732;2660;2311;2222;1766;1788;1376;1308;959;739;393;385;293;291;160;165
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CEGER;3,63;5492;1007;930;874;804;701;652;493;503;416;390;279;214;110;153;101;53;45;44
